Country,Name,Lat,Lon,Population
Hungary,Siklós,45.8519,18.2986,8912
United States,Clinton,35.5058,-98.9724,9087
Thailand,Tha Luang,15.0697,101.1182,9003
Bosnia And Herzegovina,Livno,43.8269,17.0081,9045
Brazil,Casca,-28.5608,-51.9778,9051
United States,Tiburon,37.8854,-122.4637,9084
United States,Monmouth,40.9141,-90.6423,9084
Brazil,Silves,-2.8389,-58.2092,9081
United States,Highland Park,32.8311,-96.8012,9083
United Kingdom,Queensferry,55.99,-3.398,9026
United States,Sugarmill Woods,28.7321,-82.4986,9082
France,Grenade,43.7714,1.2931,8841
Germany,Dörverden,52.85,9.2333,8972
Portugal,Vinhais,41.8167,-7,9066
United States,Golden Valley,35.206,-114.2327,9079
Russia,Verkhnyaya Tura,58.3574,59.8224,9039
United States,Northwest Harborcreek,42.1494,-79.9946,9077
France,Lançon-Provence,43.5925,5.1281,8947
Netherlands,Hoevelaken,52.175,5.4583,8461
Germany,Erzhausen,49.9533,8.6297,7996
Russia,Kuvshinovo,57.0333,34.1667,9068
Norway,Lunner,60.2528,10.6672,9048
Greece,Chrysoúpoli,40.9833,24.7,8885
Finland,Muhos,64.8,26,9063
Germany,Waldfeucht,51.0667,5.9831,8784
United States,Jeannette,40.3277,-79.6139,9074
Czechia,Poli?ka,49.7147,16.2655,8808
Brazil,Rafard,-23.0117,-47.5269,9004
Germany,Bellheim,49.1981,8.2792,8648
United States,Marlton,38.762,-76.7857,9071
Germany,Werneuchen,52.6331,13.7331,8994
Mexico,Guerrero,28.5478,-107.4856,7751
United Kingdom,Armadale,55.8978,-3.7047,9063
Netherlands,Swalmen,51.2333,6.0333,8690
United Kingdom,Windermere,54.376,-2.907,8359
United States,Sutherlin,43.3884,-123.3231,9067
Morocco,Had Dra,31.5833,-9.5333,8989
Georgia,Bolnisi,41.45,44.5333,8967
Netherlands,Abcoude,52.2719,4.9703,8791
Georgia,Khoni,42.3167,42.4333,8987
Australia,Wollert,-37.597,145.033,9060
United States,Picnic Point,47.8744,-122.3078,9064
Italy,Villafranca Tirrena,38.2333,15.4333,8469
Germany,Obernburg am Main,49.84,9.1414,8712
United States,Barrington,43.2139,-71.0424,9063
United States,Newmarket,43.0691,-70.9516,9063
Italy,Villa Guardia,45.7833,9.0167,8041
France,Hirson,49.9217,4.0839,8800
France,Rivesaltes,42.7689,2.8739,8756
United States,Seaside,45.9889,-123.9214,9060
France,Nort-sur-Erdre,47.4394,-1.4983,8925
Belgium,Sint-Martens-Latem,51.0186,3.6378,8468
Australia,Kelso,-33.4186,149.6056,8968
Italy,Subiaco,41.9333,13.1,8916
Italy,Ceprano,41.55,13.5167,8823
Italy,Campogalliano,44.6904,10.8389,8808
Australia,Merrimac,-28.05,153.3667,7071
Italy,Laveno-Mombello,45.9089,8.6204,8684
United States,Marshall,40.6453,-80.11,9053
France,Privas,44.735,4.5992,8363
United States,North Codorus,39.8646,-76.8189,9051
Italy,Volvera,44.95,7.5,8639
Spain,Binisalem,39.6831,2.8333,8756
United States,Livingston,45.6666,-110.5538,9050
Italy,Morlupo,42.1435,12.5047,8689
Brazil,Neves Paulista,-20.8458,-49.63,9008
France,Entraigues-sur-la-Sorgue,44.0031,4.9267,8534
United States,Fort Polk South,31.0512,-93.2159,9048
United Kingdom,Cherry Hinton,52.1849,0.176,8780
United States,Micco,27.8683,-80.51,9047
United Kingdom,Hornsea,53.9108,-0.1676,8432
Brazil,Santa Rita de Caldas,-22.0289,-46.3369,9027
Norway,Flekkefjord,58.3272,6.6667,9028
Ukraine,Kozova,49.4318,25.1544,8989
Spain,Puig,39.5896,-0.3031,8718
Germany,Ballenstedt,51.72,11.2375,8940
United States,Chanute,37.6695,-95.4621,9042
United States,Beecher,43.0903,-83.7039,9041
France,Linselles,50.7372,3.0794,8329
Bulgaria,Rakitovo,41.99,24.0872,8977
Albania,Libonik,40.75,20.7167,8922
Australia,Ayr,-19.5744,147.4066,8738
Canada,Stanley,49.1331,-98.0656,9038
France,Monistrol-sur-Loire,45.2925,4.1722,8854
United States,Indianola,33.4492,-90.6447,9037
Italy,San Giorgio di Piano,44.65,11.3833,8749
United Kingdom,Ferryhill,54.69,-1.55,8942
Ukraine,Uspenka,48.3939,39.1536,8974
United States,Brewer,44.7835,-68.7352,9035
Germany,Sande,53.5022,8.0139,8835
Brazil,Candeal,-11.8078,-39.1189,9011
Italy,Albinea,44.6167,10.6,8830
Puerto Rico,Corozal,18.3411,-66.3124,9031
United States,La Grange,38.3987,-85.375,9031
United States,McFarland,43.0203,-89.2858,9031
United States,Silver Springs Shores,29.1031,-82.005,9031
United States,Shelby,40.8847,-82.6578,9031
United States,Weare,43.0813,-71.7219,9031
United Kingdom,Rhymney,51.759,-3.283,8845
United States,Pineville,35.0864,-80.8915,9028
Netherlands,Wervershoof,52.7347,5.1492,8746
Thailand,Thap Than,15.457,99.8961,8931
France,Trégueux,48.4906,-2.7381,8447
Italy,Montalto di Castro,42.3514,11.6078,8978
Belgium,Sint-Amands,51.0525,4.205,8480
Italy,Cavenago di Brianza,45.5847,9.4158,7350
France,La Ricamarie,45.4031,4.3644,7889
United States,Woodway,31.4988,-97.2314,9024
Brazil,Queimada Nova,-8.5789,-41.4189,9017
United States,Oakbrook,38.9996,-84.6797,9023
United States,Valley Cottage,41.116,-73.9436,9023
United States,Lindstrom,45.387,-92.8477,9023
United Kingdom,Littleport,52.4568,0.3046,8738
Ukraine,Pomichna,48.25,31.4167,8994
United States,Shiprock,36.7924,-108.7005,9020
Morocco,Zawyat Sidi al Mekki,33.2122,-7.7164,8920
United Kingdom,Cinderford,51.8225,-2.4989,8494
Romania,Babadag,44.8933,28.7119,8940
United States,St. Anthony,45.0278,-93.2174,9013
Romania,Bu?teni,45.4153,25.5375,8894
France,Peymeinade,43.6422,6.8758,8173
Brazil,Jauru,-15.3419,-58.8658,9003
Belgium,Koekelare,51.0906,2.9803,8784
Romania,Uricani,45.3364,23.1525,8972
United States,Presque Isle,46.6868,-67.9874,9007
United States,East Haddam,41.4798,-72.3943,9007
Spain,Manzanares el Real,40.7272,-3.8611,8936
United Kingdom,Worplesdon,51.272,-0.612,8529
Germany,Volkach,49.8641,10.2269,8857
Finland,Karkkila,60.5347,24.2097,8969
Chile,Puerto Octay,-40.9667,-72.9,8999
Austria,Engerwitzdorf,48.3397,14.4256,8790
Germany,Ochsenhausen,48.0722,9.9481,8856
United States,Hamlin,43.3213,-77.9135,9003
Italy,Santa Venerina,37.6833,15.1333,8553
Mexico,San Francisco Ixhuatan,16.3514,-94.4836,8980
France,Saint-Germain-lès-Corbeil,48.6206,2.4892,7484
United States,Manteno,41.2471,-87.8457,9002
Russia,Yelnya,54.5667,33.1667,8993
Brazil,Vera Cruz do Oeste,-25.0578,-53.8769,8973
Brazil,Pocrane,-19.62,-41.6369,8986
United States,Lake Mohawk,41.015,-74.6639,8999
France,Crest,44.7283,5.0222,8629
Germany,Wenzenbach,49.0747,12.1944,8706
Tanzania,Mbamba Bay,-11.2833,34.7667,8997
United States,Dexter,36.7928,-89.9634,8996
United Kingdom,Diss,52.3812,1.1079,7572
United States,Delta,38.756,-108.0772,8995
Hungary,Szentgotthárd,46.9525,16.2736,8864
Morocco,Foum Zguid,30.0861,-6.8736,8986
Morocco,Smimou,31.2136,-9.7058,8026
Czechia,Dob?íš,49.7812,14.1672,8828
Argentina,Chamical,-30.3592,-66.3133,8989
Ukraine,Chop,48.4333,22.2,8897
Switzerland,Fully,46.1333,7.1167,8759
Italy,Piovene Rocchette,45.7667,11.4333,8344
United States,Mechanicsburg,40.2115,-77.006,8990
United States,Albion,42.2478,-84.7572,8990
Ukraine,Chyhyryn,49.0833,32.6667,8962
United Kingdom,Merstham,51.264,-0.153,8123
United States,Springfield,43.2906,-72.4809,8989
France,Domérat,46.3603,2.5344,8742
Mexico,Tepechitlán,21.6667,-103.3333,8972
Iran,Banak,27.8708,52.0272,8753
United States,Haiku-Pauwela,20.9156,-156.3022,8987
Slovakia,Ve?ký Meder,47.85,17.7667,8828
United States,Skidaway Island,31.9372,-81.0449,8986
United States,LaSalle,41.3575,-89.0718,8986
United States,Fairfield Glade,36.0028,-84.8711,8985
France,Belleville,46.1086,4.7492,8198
United States,Waseca,44.0826,-93.5025,8984
Germany,Fehrbellin,52.7997,12.7667,8948
Italy,Breganze,45.7,11.5667,8586
Russia,Psyzh,44.2231,42.0225,8836
Czechia,Choce?,50.0016,16.2231,8584
France,Sarlat-la-Canéda,44.89,1.2167,8793
United Kingdom,Great Cornard,52.0245,0.7497,8908
France,Terville,49.3444,6.1342,7120
Brazil,Potiraguá,-15.595,-39.8769,8969
Ukraine,Monastyryshche,48.99,29.8011,8925
France,Marguerittes,43.86,4.4439,8635
Germany,Garching an der Alz,48.1167,12.5833,8642
United States,Murphysboro,37.7679,-89.3321,8976
Mexico,Santo Tomás de los Plátanos,19.1817,-100.2589,8888
United States,East Nottingham,39.7621,-75.9705,8975
Romania,Bumbe?ti-Jiu,45.1786,23.3814,8932
Germany,Florstadt,50.3158,8.8631,8753
Colombia,Nuquí,5.7069,-77.2703,8958
France,Noisy-le-Roi,48.8464,2.06,7577
Brazil,Morpará,-11.5589,-43.2808,8967
United States,Fallston,39.5332,-76.4452,8972
United States,Triangle,38.5483,-77.3195,8972
France,Saint-Vallier,46.6419,4.3711,8616
Mexico,San Pablo Villa de Mitla,16.917,-96.4,7547
Thailand,Kui Buri,12.0702,99.8667,8916
Hungary,Kiskunlacháza,47.2,19.0167,8876
France,Borgo,42.5539,9.4275,8739
United States,Chester,34.705,-81.2132,8967
Romania,S?b?oani,47.0131,26.8657,8722
United Kingdom,Horden,54.764,-1.315,8087
Italy,Vicopisano,43.6991,10.5831,8642
Italy,Minerbio,44.6175,11.4717,8760
Uruguay,Parque del Plata,-34.7667,-55.7167,7896
United States,Derby,39.8401,-104.9171,8962
Canada,Penetanguishene,44.7667,-79.9333,8962
United Kingdom,Byfleet,51.34,-0.47,7724
Italy,Ala,45.75,11,8887
Germany,Schleiz,50.5833,11.8167,8854
United States,Lacombe,30.3141,-89.9311,8960
Russia,Povarovo,56.0767,37.0622,8834
United States,Felida,45.7138,-122.7104,8959
China,Dashouping,23.639,111.6875,8913
France,Velaux,43.5225,5.2539,8616
Ukraine,Tlumach,48.8669,25.0012,8886
United States,Macedon,43.0792,-77.3095,8957
Brazil,Itapiranga,-2.7489,-58.0219,8953
Germany,Naunhof,51.2778,12.5883,8735
Brazil,Entre Ijuís,-28.36,-54.2678,8938
Italy,Airola,41.0587,14.5592,8390
Germany,Kusterdingen,48.5222,9.1208,8597
New Zealand,Thames,-37.1383,175.5375,7680
Germany,Rain,48.6833,10.9167,8836
Japan,Sekimachi,33.0617,130.5414,8821
Germany,Eslohe,51.25,8.1667,8870
Germany,Hermsdorf,50.8981,11.8567,7893
United States,Summit,47.1694,-122.3628,8946
United States,Clinton,38.3716,-93.7679,8945
Germany,Salach,48.6889,9.7358,7983
Germany,Auerbach,49.692,11.6333,8818
Canada,Qualicum Beach,49.35,-124.4333,8943
Mexico,Tepetitlan,20.1842,-99.3808,8893
Norway,Florø,61.5986,5.0172,8925
France,Neuville-sur-Saône,45.8761,4.8411,7560
Uruguay,San Ramón,-34.2914,-55.9542,7133
Spain,Almagro,38.8878,-3.7122,8905
France,Sautron,47.2636,-1.6683,8451
Finland,Hanko,59.8236,22.9681,8864
United States,Lake Arrowhead,34.2531,-117.1945,8940
Italy,Clusone,45.8833,9.95,8608
Brazil,Paulo de Faria,-20.0308,-49.3828,8924
Morocco,Iskourane,30.8434,-9.8186,8866
United States,Oakwood,39.7202,-84.1733,8936
Germany,Bockhorn,53.4,8.0167,8821
United States,Sturgeon Bay,44.8228,-87.366,8934
Russia,Mikhaylovsk,56.4333,59.1167,8921
Austria,Deutsch-Wagram,48.2994,16.5644,8651
United States,Harrisburg,37.7373,-88.5457,8933
Azerbaijan,Liman,38.8733,48.8139,8661
Turkey,Eceabat,40.1842,26.3575,8912
United States,Independence,37.2118,-95.7328,8931
Germany,Meine,52.3833,10.5333,8706
Angola,Quibala,-10.7336,14.98,8915
China,Taxkorgan,37.7729,75.2272,8919
France,Jouy-en-Josas,48.7681,2.1669,8124
Italy,Lequile,40.3,18.1333,8689
United States,Forestdale,33.5737,-86.9002,8924
Italy,San Giuseppe Iato,37.9667,13.1833,8634
Italy,Capri,40.5556,14.2403,7159
Bolivia,Achacachi,-16.0444,-68.685,8857
Italy,Orte,42.4603,12.3861,8795
Russia,Suoyarvi,62.0833,32.3667,8920
Germany,Nordheim,49.1167,9.1333,8270
Russia,Serafimovich,49.5833,42.7333,8914
Germany,Hilzingen,47.7653,8.7844,8754
United States,Boonton,40.9047,-74.4048,8919
Germany,Penig,50.9336,12.7058,8780
Moldova,Camenca,48.0333,28.7,8871
Ukraine,Ilarionove,48.4059,35.2734,8854
United States,Oak Grove,45.3409,-93.3264,8917
United States,Harrodsburg,37.7654,-84.8474,8916
United States,Sheffield Lake,41.4884,-82.0978,8916
France,Saint-Chamas,43.5503,5.0347,8593
Brazil,Pedrinhas,-11.1919,-37.6739,8833
Brazil,Morada Nova de Minas,-18.6039,-45.3569,8910
Spain,Silleda,42.7,-8.2333,8861
Brazil,Tarrafas,-6.6839,-39.7608,8910
Russia,Topchikha,52.8211,83.1197,8906
Brazil,Malhada de Pedras,-14.3878,-41.8789,8896
Hungary,Szerencs,48.1622,21.205,8676
Brazil,Baía da Traição,-6.6878,-34.9358,8826
United States,Cedar Hills,45.5047,-122.8051,8912
Albania,Belsh,40.9833,19.8833,8781
United States,Upper Leacock,40.0801,-76.1854,8911
Australia,Ararat,-37.2833,142.9167,8300
Russia,Kozlovka,55.8333,48.25,8866
Morocco,Aït Ouaoumana,32.7128,-5.8042,8849
United States,Aledo,32.6973,-97.607,8909
Kazakhstan,Makhambet,47.6714,51.5798,8905
United States,Sellersburg,38.4028,-85.7706,8908
Brazil,Cordisburgo,-19.125,-44.3208,8897
Australia,Charters Towers,-20.1,146.2667,8120
Germany,Stadtilm,50.7758,11.0825,8420
United States,Blanchard,35.1523,-97.6613,8907
Switzerland,Wattwil,47.2957,9.083,8736
Mexico,San José de Gracia,22.15,-102.4167,8896
Thailand,Takua Pa,8.8658,98.3413,8815
United States,Lisbon,44.0265,-70.09,8906
United States,Southside,33.9007,-86.0238,8905
United States,Whitehouse,32.2222,-95.2217,8905
Philippines,Sadanga,17.1667,121.0333,8799
United States,Merrydale,30.4998,-91.1081,8903
Poland,Po?aniec,50.4333,21.2833,8419
United States,South Abington,41.4901,-75.6891,8902
Italy,Castelnuovo di Magra,44.0994,10.0178,8346
Colombia,Alvarado,4.5672,-74.9533,8873
Morocco,Ait Ikkou,33.5667,-5.65,8865
United Kingdom,Caister-on-Sea,52.651,1.733,8901
United States,Sheffield,34.757,-87.6977,8901
United States,St. Albans,44.8118,-73.0846,8900
Brazil,Brejão,-9.03,-36.5689,8844
Morocco,Msemrir,31.7025,-5.8119,8866
Russia,Pudozh,61.8,36.5333,8897
Italy,Minervino Murge,41.1,16.0833,8864
United States,Pittsgrove,39.5404,-75.1291,8898
Brazil,São Sebastião da Amoreira,-23.465,-50.7608,8859
Austria,Langenzersdorf,48.3069,16.3553,8137
Italy,Rossano Veneto,45.7067,11.8069,8130
Brazil,Ouriçangas,-12.0169,-38.6169,8839
United Kingdom,Rainworth,53.1197,-1.1235,7821
Palau,Koror,7.3433,134.4804,8744
Bulgaria,Septemvri,42.2164,24.125,8813
Australia,Rye,-38.377,144.838,8416
Mexico,Santa María Xadani,16.3667,-95.0167,8795
Germany,Bad Schussenried,48.0067,9.6586,8734
Germany,Landstuhl,49.4122,7.5722,8348
United States,O'Hara,40.5092,-79.895,8892
United States,Oakland,35.2256,-89.5372,8891
Philippines,San Isidro,9.8,124.3,8744
United States,West Haven-Sylvan,45.5164,-122.7654,8888
United States,Innsbrook,37.6552,-77.5775,8888
Brazil,Rodelas,-8.8508,-38.7558,8887
Morocco,Imilchil,32.155,-5.6347,8870
Brazil,Marilândia do Sul,-23.745,-51.3078,8863
Brazil,Palhano,-4.745,-37.9589,8866
Germany,Bad Lauchstädt,51.3865,11.8696,8783
Brazil,Anaurilândia,-22.1878,-52.7178,8885
United States,Evergreen,39.6349,-105.3356,8885
Poland,Kolbuszowa,50.25,21.7667,8732
France,Vif,45.0553,5.67,8580
Mexico,San Joaquín,20.9833,-99.5,8865
Germany,Bad Bergzabern,49.1021,7.993,8124
United States,Logan,37.8509,-81.9857,8882
Slovakia,Vráble,48.25,18.3167,8656
Pakistan,Gilgit,35.9208,74.3144,8851
Brazil,Nova Bassano,-28.7239,-51.705,8840
Eritrea,Ak’ordat,15.55,37.8833,8857
Guatemala,El Chol,14.9611,-90.4878,8817
Germany,Nierstein,49.8694,8.3375,8443
Italy,Rignano sull’Arno,43.7237,11.4507,8718
Hungary,Piliscsaba,47.6336,18.8269,8391
Mexico,Ciudad Cerralvo,26.0899,-99.6147,7169
United States,Lenox,43.1113,-75.7582,8877
United States,Gresham Park,33.7053,-84.3155,8877
Germany,Föritz,50.35,11.2417,8787
Morocco,Oulad Rahal,32.9175,-7.2652,8697
Netherlands,Loenen,52.2419,5.0275,8562
Thailand,Bang Mun Nak,16.0278,100.3792,8756
Brazil,Bom Jardim de Goiás,-16.21,-52.1719,8869
Brazil,Congonhinhas,-23.5508,-50.5539,8857
Switzerland,Bussy,46.55,6.55,8736
Morocco,Bouhlou,34.1333,-4.4,8748
Belarus,Buda-Kashalyova,52.7167,30.5667,8850
Russia,Neya,58.2833,43.8667,8865
Germany,Barth,54.3667,12.7167,8658
Morocco,Iaboutene,35.067,-3.967,8715
Canada,Notre-Dame-des-Prairies,46.05,-73.4333,8868
United Kingdom,Polesworth,52.6152,-1.6174,8423
Italy,Vallecrosia,43.7931,7.6439,6972
Germany,Weilmünster,50.4333,8.3667,8753
United States,Hamilton,40.9333,-75.2844,8866
United Kingdom,Brecon,51.948,-3.391,8250
Germany,Hemmoor,53.7025,9.1394,8673
Italy,Erchie,40.4333,17.7333,8671
Canada,West Perth,43.47,-81.2,8865
Italy,Vestignè,45.3833,7.95,8796
United States,Poteau,35.043,-94.6357,8863
Spain,Tona,41.8506,2.2292,8356
Portugal,Ponta do Sol,32.6811,-17.1042,8862
United States,Old Orchard Beach,43.5239,-70.3904,8862
Syria,Taftan?z,35.9981,36.7847,8540
Australia,Moe,-38.1722,146.2678,8778
Germany,Roetgen,50.65,6.2,8640
Puerto Rico,Cabo Rojo,18.0867,-67.1482,8861
Morocco,Agadir Melloul,30.2249,-7.796,8848
United States,Douglas,42.0525,-71.7516,8859
United States,New Prague,44.5459,-93.5758,8859
Spain,Cheste,39.4797,-0.6844,8735
Brazil,Lajedo do Tabocal,-13.475,-40.2239,8836
France,Vaujours,48.9339,2.5719,7003
Brazil,São José da Bela Vista,-20.5928,-47.64,8823
Albania,Rrëshen,41.7667,19.8833,8803
Thailand,Pa Sang,18.5177,98.9394,8645
Japan,Taragi,32.2642,130.9358,8800
United States,Jackson,40.3774,-76.3142,8853
Japan,Soeda,33.5717,130.8542,8786
Brazil,Icaraíma,-23.3958,-53.6139,8839
United States,Woodbury,40.8177,-73.4703,8852
United States,Kodiak,57.7934,-152.406,8851
United Kingdom,Kirk of Shotts,55.823,-3.804,8840
Germany,Schwarzenbruck,49.35,11.2333,8469
Brazil,Cordeiros,-15.0389,-41.935,8834
Spain,San Lorenzo de Descardazar,39.609,3.2853,8742
Brazil,Pratápolis,-20.745,-46.8608,8807
France,Guichen,47.9675,-1.795,8646
Australia,Deniliquin,-35.5317,144.9344,7862
France,Pibrac,43.6169,1.2847,8517
Italy,Cuggiono,45.5,8.8167,8290
Brazil,Guamiranga,-25.1908,-50.805,8811
Germany,Altenerding,48.2932,11.9054,8196
Italy,Castelnuovo di Porto,42.1278,12.5,8564
United States,Aliquippa,40.6155,-80.2547,8844
Mexico,Valle de Guadalupe,21,-102.6167,6924
United States,Bridgeport,39.3036,-80.2477,8842
Germany,Großbottwar,49.0014,9.2931,8512
France,Crolles,45.285,5.8828,8260
United States,Berkeley,38.7439,-90.3361,8841
Netherlands,Dinxperlo,51.8667,6.4833,8565
Germany,Efringen-Kirchen,47.6556,7.5658,8642
Brazil,Santa Barbara do Sul,-28.3578,-53.2469,8829
United States,Riverdale,41.1732,-112.0024,8838
Thailand,Phimai,15.2167,102.5,8696
Australia,Darley,-37.6547,144.437,8372
United States,Lower Swatara,40.2188,-76.7602,8837
France,Coutras,45.0408,-0.1289,8582
Morocco,Amarzgane,31.05,-7.2167,8820
Kyrgyzstan,Shopokov,42.8167,74.2333,8749
Italy,Pianella,42.4,14.05,8652
Germany,Uhldingen-Mühlhofen,47.7333,9.2458,8305
Netherlands,Zoeterwoude,52.1136,4.5058,8450
United States,Covington,35.5661,-89.6482,8834
France,Barlin,50.4553,2.6186,7603
Czechia,Ho?ice,50.3661,15.6319,8439
Germany,Dornstadt,48.4692,9.9417,8686
Comoros,Mkazi,-11.7323,43.2671,8438
Germany,Sonsbeck,51.6089,6.3769,8675
Brazil,Bálsamo,-20.735,-49.5839,8773
Italy,Castelbuono,37.9306,14.0883,8688
Morocco,El Marmouta,32.0989,-7.3861,8774
United States,Rhinelander,45.6361,-89.4256,8830
United States,Seabrook,42.887,-70.8613,8830
Uruguay,San Jacinto,-34.5444,-55.8719,7000
Japan,?taki,35.285,140.2456,8762
France,Chartres-de-Bretagne,48.0394,-1.7039,8023
United States,Ville Platte,30.6901,-92.2744,8829
Canada,Cavan Monaghan,44.2,-78.4667,8829
United States,Olmsted Falls,41.3658,-81.9042,8828
Italy,Boville Ernica,41.6425,13.474,8525
United States,Woodbridge,41.3566,-73.0102,8827
Germany,Mansfeld,51.5942,11.4547,8765
United States,Glencoe,42.1347,-87.7641,8826
Bulgaria,Lyaskovets,43.1081,25.7132,8728
Ukraine,Kryzhopil,48.3842,28.8625,8788
France,Poisy,45.9222,6.0631,8109
United States,Orange Park,30.1706,-81.7041,8824
Romania,Agnita,45.9733,24.6172,8732
Austria,Mürzzuschlag,47.6075,15.6731,8654
Thailand,Kumphawapi,17.1151,103.0186,8667
Czechia,Semily,50.602,15.3356,8311
Bulgaria,Krumovgrad,41.4709,25.6546,8800
Brazil,Guajeru,-14.5469,-41.94,8805
United States,Canal Winchester,39.8432,-82.8121,8818
United States,Absecon,39.4228,-74.4944,8818
Germany,Kappeln,54.6614,9.9311,8619
Argentina,Yacimiento Río Turbio,-51.5333,-72.3,8814
Thailand,Yang Talat,16.3997,103.3678,8666
France,Mazingarbe,50.4731,2.7181,8036
United States,Glens Falls North,43.335,-73.6824,8817
United States,Palm Beach,26.6932,-80.0406,8816
Italy,Origgio,45.5969,9.0183,7827
France,Venelles,43.5983,5.4825,8406
Italy,Casarsa della Delizia,45.95,12.85,8404
Russia,Soltsy,58.1167,30.3167,8803
Cuba,Caimanera,19.9947,-75.16,8790
United States,West Donegal,40.1297,-76.6227,8814
Russia,Gorodovikovsk,46.0833,41.9333,8798
Thailand,Ban Na,12.827,101.6692,8468
Hungary,Balatonalmádi,47.0292,18.0219,8640
United Kingdom,Rochford,51.5821,0.7065,8471
Thailand,Nam Som,17.7703,102.1894,8742
Germany,Molbergen,52.8667,7.9333,8727
United Kingdom,Old Colwyn,53.291,-3.704,8113
Brazil,Cedral,-20.9028,-49.2678,8767
Belgium,Dentergem,50.9636,3.4153,8484
United States,Topsham,43.9615,-69.9588,8810
Morocco,Tiqqi,29.7,-9.0667,8773
Brazil,Armazém,-28.2619,-49.0178,8759
Czechia,P?íbor,49.6409,18.145,8428
France,Saint-Jean-de-Monts,46.7928,-2.0603,8668
China,Nanzhangcheng,37.9108,114.0749,8707
Finland,Kuhmo,64.125,29.5167,8806
Morocco,Sidi Dahbi,33.05,-7.1833,8703
Germany,Heek,52.1167,7.0997,8681
Spain,Tordesillas,41.5,-5,8745
United States,North Sarasota,27.3711,-82.5177,8806
Brazil,Tomazina,-23.7778,-49.95,8791
Germany,Hürtgenwald,50.7172,6.3797,8706
Morocco,Hassi Berkane,34.8333,-2.8667,8788
Colombia,Iles,0.9706,-77.5208,8701
Germany,Flieden,50.4231,9.5658,8629
United States,Franklin,41.3936,-79.8425,8802
United States,Richmond Heights,38.6309,-90.3333,8801
Brazil,Redenção do Gurguéia,-9.4869,-44.5858,8796
United States,Oakville,41.5923,-73.0858,8799
Nicaragua,Kukrahill,12.25,-83.75,8790
Mexico,Santa Bárbara,26.8133,-105.8203,8765
Canada,Arnprior,45.4333,-76.35,8795
United States,Clanton,32.844,-86.623,8794
Germany,Borsdorf,51.3469,12.5383,8265
Switzerland,Conthey,46.2725,7.2548,8691
Italy,Prata di Pordenone,45.8944,12.5886,8426
Germany,Bad Sooden-Allendorf,51.2667,9.9667,8675
Netherlands,Heel,51.1806,5.8964,8295
Spain,Padul,37.0244,-3.6267,8694
Romania,Roznov,46.8356,26.5117,8593
Russia,Mariinskiy Posad,56.1167,47.7167,8755
Germany,Tirschenreuth,49.8789,12.3369,8707
Germany,Kuppenheim,48.8275,8.2544,8330
Russia,Belozërsk,60.0333,37.7833,8786
France,Saint-Marcellin,45.1517,5.3197,7791
Brazil,Araguaçu,-12.9308,-49.8258,8786
Romania,Iernut,46.4533,24.2333,8705
Colombia,Zapatoca,6.815,-73.2683,8762
United States,Airmont,41.0992,-74.099,8786
United States,Quakertown,40.4398,-75.3456,8784
United Kingdom,Walmer,51.2043,1.3985,8178
Germany,Hausham,47.75,11.85,8406
Morocco,Tleta Taghramt,35.7878,-5.4678,8706
Germany,Kleinostheim,50,9.0667,8193
Finland,Sodankylä,67.4149,26.5907,8782
France,Jacou,43.6608,3.9103,6800
France,Les Angles,43.9544,4.7667,8311
United States,Esopus,41.8425,-73.9936,8782
Italy,Castiglione Olona,45.7531,8.8744,7669
Canada,Smiths Falls,44.9,-76.0167,8780
United States,Monson,42.0934,-72.3261,8779
United States,Citrus Springs,28.9931,-82.4595,8779
Spain,Villamediana de Iregua,42.4264,-2.4181,8359
Philippines,San Esteban,17.3333,120.45,8349
Japan,Miyada,35.7689,137.9442,8616
Germany,Seebad Heringsdorf,53.9667,14.1667,8547
Germany,Bad Rothenfelde,52.1117,8.1606,8317
France,Jarny,49.1589,5.8772,8245
Italy,Monte San Savino,43.3303,11.7308,8675
Iran,Azandar??n,34.5089,48.6867,8685
Philippines,Lubuagan,17.35,121.1833,8733
Spain,Redován,38.1139,-0.9056,7926
Germany,Mücheln,51.3,11.8,8681
United States,Villas,39.0158,-74.9349,8769
France,Falaise,48.8972,-0.1975,8086
Argentina,Jesús Nazareno,-32.9111,-68.79,6875
Germany,Berching,49.1064,11.4394,8702
Philippines,Tagapul-an,12.05,124.15,8473
United States,Frankfort Square,41.5221,-87.8033,8768
Brazil,Monsenhor Paulo,-21.7578,-45.5408,8727
Brazil,Santa Isabel do Ivaí,-23.0053,-53.1878,8760
United Kingdom,Upholland,53.541,-2.728,7376
France,Pont-l’Abbé,47.8672,-4.2231,8310
United States,Wharton,29.3138,-96.1044,8765
United States,Redlands,39.0886,-108.6583,8765
Brazil,Dionísio,-19.8428,-42.7769,8739
United States,Stillwater,42.9701,-73.6885,8764
Hungary,Hajdúdorog,47.8167,21.5,8677
United States,South Kensington,39.0188,-77.0785,8763
Germany,Calbe,51.9033,11.7758,8609
Armenia,Tashir,41.1144,44.2906,8700
Spain,Llagostera,41.8292,2.8933,8647
Italy,Fara Gera d’Adda,45.55,9.5333,8017
United States,Canonsburg,40.2643,-80.1868,8760
Italy,Sandrigo,45.6667,11.6,8457
United States,Edgewood,39.0091,-84.5604,8759
France,Seyssins,45.1561,5.6797,7783
United States,Graham,33.1017,-98.5778,8755
Algeria,Tifra,36.6664,4.6972,8547
